Sample.ID	Patient.ID	changed
JHUEM1_ENDOMETRIUM	JHUEM1	mut
JHUEM2_ENDOMETRIUM	JHUEM2	wt
JHUEM3_ENDOMETRIUM	JHUEM3	wt
JHUEM7_ENDOMETRIUM	JHUEM7	mut
JIMT1_BREAST	JIMT1	wt
JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JIYOYEP2003	wt
JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JJN3	wt
JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JK1	wt
JL1_PLEURA	JL1	wt
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JM1	wt
JMSU1_URINARY_TRACT	JMSU1	wt
JMURTK2_SOFT_TISSUE	JMURTK2	wt
JOPACA1_PANCREAS	JOPACA1	wt
JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JSC1	wt
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JURKAT	mut
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JURLMK1	wt
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JVM2	wt
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JVM3	wt
K029AX_SKIN	K029AX	mut
K2_SKIN	K2	wt
K5_THYROID	K5	wt
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	K562	wt
KALS1_CENTRAL_NERVOUS_SYSTEM	KALS1	wt
KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS1106P	wt
KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS231	wt
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS299	wt
KARPAS384_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS384	wt
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS422	mut
KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS45	wt
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS620	wt
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI2	wt
KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI6	wt
KATOIII_STOMACH	KATOIII	wt
KCIMOH1_PANCREAS	KCIMOH1	wt
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KCL22	wt
KD_SOFT_TISSUE	KD	wt
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KE37	wt
KE39_STOMACH	KE39	wt
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KE97	wt
KELLY_AUTONOMIC_GANGLIA	KELLY	wt
KG1C_CENTRAL_NERVOUS_SYSTEM	KG1C	wt
KGN_OVARY	KGN	wt
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KHM1B	wt
KHYG_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KHYG	wt
KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KIJK	wt
KINGS1_CENTRAL_NERVOUS_SYSTEM	KINGS1	wt
KKU100_BILIARY_TRACT	KKU100	wt
KLE_ENDOMETRIUM	KLE	wt
KLM1_PANCREAS	KLM1	wt
KM12_LARGE_INTESTINE	KM12	mut
KMBC2_URINARY_TRACT	KMBC2	mut
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMM1	wt
KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMOE2	wt
KMRC1_KIDNEY	KMRC1	wt
KMRC2_KIDNEY	KMRC2	wt
KMRC20_KIDNEY	KMRC20	wt
KMRC3_KIDNEY	KMRC3	wt
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS11	mut
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS12BM	wt
KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS18	wt
KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS20	wt
KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS21BM	wt
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS26	mut
KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS27	wt
KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS28BM	wt
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS34	wt
KNS42_CENTRAL_NERVOUS_SYSTEM	KNS42	wt
KNS60_CENTRAL_NERVOUS_SYSTEM	KNS60	wt
KNS62_LUNG	KNS62	wt
KNS81_CENTRAL_NERVOUS_SYSTEM	KNS81	wt
KNS81FD_CENTRAL_NERVOUS_SYSTEM	KNS81FD	wt
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KO52	wt
KON_UPPER_AERODIGESTIVE_TRACT	KON	wt
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KOPN8	wt
KOSC2_UPPER_AERODIGESTIVE_TRACT	KOSC2	wt
KP1N_PANCREAS	KP1N	wt
KP1NL_PANCREAS	KP1NL	wt
KP2_PANCREAS	KP2	wt
KP3_PANCREAS	KP3	wt
KP4_PANCREAS	KP4	wt
KPL1_BREAST	KPL1	wt
KPMRTRY_SOFT_TISSUE	KPMRTRY	wt
KPNRTBM1_AUTONOMIC_GANGLIA	KPNRTBM1	wt
KPNSI9S_AUTONOMIC_GANGLIA	KPNSI9S	wt
KPNYN_AUTONOMIC_GANGLIA	KPNYN	wt
KPNYS_AUTONOMIC_GANGLIA	KPNYS	wt
KS1_CENTRAL_NERVOUS_SYSTEM	KS1	wt
KU1919_URINARY_TRACT	KU1919	wt
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KU812	wt
KURAMOCHI_OVARY	KURAMOCHI	wt
KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KY821	wt
KYAE1_OESOPHAGUS	KYAE1	wt
KYM1_SOFT_TISSUE	KYM1	wt
KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KYO1	wt
KYSE140_OESOPHAGUS	KYSE140	wt
KYSE150_OESOPHAGUS	KYSE150	wt
KYSE180_OESOPHAGUS	KYSE180	wt
KYSE220_OESOPHAGUS	KYSE220	wt
KYSE270_OESOPHAGUS	KYSE270	wt
KYSE30_OESOPHAGUS	KYSE30	wt
KYSE410_OESOPHAGUS	KYSE410	wt
KYSE450_OESOPHAGUS	KYSE450	wt
KYSE50_OESOPHAGUS	KYSE50	wt
KYSE510_OESOPHAGUS	KYSE510	wt
KYSE520_OESOPHAGUS	KYSE520	wt
KYSE70_OESOPHAGUS	KYSE70	wt
L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L1236	wt
L33_PANCREAS	L33	wt
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L363	wt
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L428	wt
L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L540	wt
L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L82	wt
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LAMA84	wt
LAN2_AUTONOMIC_GANGLIA	LAN2	wt
LAN6_AUTONOMIC_GANGLIA	LAN6	wt
LB1047RCC_KIDNEY	LB1047RCC	wt
LB2241RCC_KIDNEY	LB2241RCC	wt
LB2518MEL_SKIN	LB2518MEL	wt
LB373MELD_SKIN	LB373MELD	wt
LB647SCLC_LUNG	LB647SCLC	wt
LB771HNC_UPPER_AERODIGESTIVE_TRACT	LB771HNC	wt
LB831BLC_URINARY_TRACT	LB831BLC	wt
LB996RCC_KIDNEY	LB996RCC	wt
LC1F_LUNG	LC1F	wt
LC1SQ_LUNG	LC1SQ	wt
LC1SQSF_LUNG	LC1SQSF	wt
LC2AD_LUNG	LC2AD	wt
LC41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LC41	wt
LCLC103H_LUNG	LCLC103H	wt
LCLC97TM1_LUNG	LCLC97TM1	wt
LI7_LIVER	LI7	wt
LIM1215_LARGE_INTESTINE	LIM1215	wt
LK2_LUNG	LK2	wt
LMSU_STOMACH	LMSU	wt
LN18_CENTRAL_NERVOUS_SYSTEM	LN18	wt
LN215_CENTRAL_NERVOUS_SYSTEM	LN215	wt
LN229_CENTRAL_NERVOUS_SYSTEM	LN229	wt
LN235_CENTRAL_NERVOUS_SYSTEM	LN235	wt
LN319_CENTRAL_NERVOUS_SYSTEM	LN319	wt
LN340_CENTRAL_NERVOUS_SYSTEM	LN340	mut
LN382_CENTRAL_NERVOUS_SYSTEM	LN382	mut
LN405_CENTRAL_NERVOUS_SYSTEM	LN405	wt
LN428_CENTRAL_NERVOUS_SYSTEM	LN428	wt
LN443_CENTRAL_NERVOUS_SYSTEM	LN443	wt
LN464_CENTRAL_NERVOUS_SYSTEM	LN464	mut
LNCAPCLONEFGC_PROSTATE	LNCAPCLONEFGC	mut
LNZ308_CENTRAL_NERVOUS_SYSTEM	LNZ308	wt
LNZTA3WT4_CENTRAL_NERVOUS_SYSTEM	LNZTA3WT4	wt
LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LOUCY	wt
LOUNH91_LUNG	LOUNH91	wt
LOVO_LARGE_INTESTINE	LOVO	wt
LOXIMVI_SKIN	LOXIMVI	wt
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LP1	wt
LS1034_LARGE_INTESTINE	LS1034	wt
LS123_LARGE_INTESTINE	LS123	wt
LS180_LARGE_INTESTINE	LS180	mut
LS411N_LARGE_INTESTINE	LS411N	mut
LS513_LARGE_INTESTINE	LS513	wt
LU134A_LUNG	LU134A	wt
LU135_LUNG	LU135	wt
LU139_LUNG	LU139	wt
LU165_LUNG	LU165	wt
LU65_LUNG	LU65	wt
LU99_LUNG	LU99	wt
LUDLU1_LUNG	LUDLU1	wt
LXF289_LUNG	LXF289	wt
M00921_SKIN	M00921	mut
M059J_CENTRAL_NERVOUS_SYSTEM	M059J	wt
M059K_CENTRAL_NERVOUS_SYSTEM	M059K	wt
M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	M07E	wt
M1203273_SKIN	M1203273	wt
M14_SKIN	M14	wt
M980513_SKIN	M980513	wt
MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MAC2A	wt
MALME3M_SKIN	MALME3M	wt
MB1_THYROID	MB1	wt
MC1010_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MC1010	wt
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MC116	wt
MCAS_OVARY	MCAS	wt
MCC13_SKIN	MCC13	wt
MCC142_SKIN	MCC142	wt
MCC26_SKIN	MCC26	wt
MCCAR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MCCAR	wt
MCF7_BREAST	MCF7	wt
MCIXC_AUTONOMIC_GANGLIA	MCIXC	wt
MDAMB134VI_BREAST	MDAMB134VI	wt
MDAMB157_BREAST	MDAMB157	wt
MDAMB175VII_BREAST	MDAMB175VII	wt
MDAMB231_BREAST	MDAMB231	wt
MDAMB330_BREAST	MDAMB330	wt
MDAMB361_BREAST	MDAMB361	wt
MDAMB415_BREAST	MDAMB415	mut
MDAMB435S_SKIN	MDAMB435S	wt
MDAMB436_BREAST	MDAMB436	mut
MDAMB453_BREAST	MDAMB453	wt
MDAMB468_BREAST	MDAMB468	wt
MDST8_LARGE_INTESTINE	MDST8	mut
ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ME1	wt
ME180_CERVIX	ME180	wt
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MEC1	wt
MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MEC2	wt
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MEG01	wt
MEL202_EYE	MEL202	wt
MELHO_SKIN	MELHO	mut
MELJUSO_SKIN	MELJUSO	wt
MERO14_LUNG	MERO14	wt
MERO25_LUNG	MERO25	wt
MERO41_LUNG	MERO41	wt
MERO48A_LUNG	MERO48A	wt
MERO82_LUNG	MERO82	wt
MERO83_LUNG	MERO83	wt
MERO84_LUNG	MERO84	wt
MERO95_LUNG	MERO95	wt
MESSA_SOFT_TISSUE	MESSA	wt
MET2B	MET2B	wt
MEWO_SKIN	MEWO	wt
MFE280_ENDOMETRIUM	MFE280	wt
MFE296_ENDOMETRIUM	MFE296	wt
MFHINO_SOFT_TISSUE	MFHINO	wt
MFM223_BREAST	MFM223	wt
MG63_BONE	MG63	wt
MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MHHCALL2	wt
MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MHHCALL3	wt
MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MHHCALL4	wt
MHHES1_BONE	MHHES1	wt
MHHNB11_AUTONOMIC_GANGLIA	MHHNB11	wt
MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MHHPREB1	wt
MIAPACA2_PANCREAS	MIAPACA2	wt
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MINO	wt
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MJ	wt
MKN1_STOMACH	MKN1	wt
MKN28_STOMACH	MKN28	wt
MKN45_STOMACH	MKN45	wt
MKN7_STOMACH	MKN7	wt
MKN74_STOMACH	MKN74	wt
ML1_THYROID	ML1	wt
ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ML2	wt
MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MLMA	wt
MM127_SKIN	MM127	wt
MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MM1S	wt
MM370_SKIN	MM370	wt
MM383_SKIN	MM383	wt
MM386_SKIN	MM386	wt
MM415_SKIN	MM415	wt
MM426_SKIN	MM426	wt
MMACSF_SKIN	MMACSF	wt
MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MN60	wt
MOGGCCM_CENTRAL_NERVOUS_SYSTEM	MOGGCCM	wt
MOGGUVW_CENTRAL_NERVOUS_SYSTEM	MOGGUVW	wt
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM13	wt
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM16	wt
MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM6	wt
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLP2	wt
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLP8	wt
MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLT13	wt
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLT16	wt
MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLT3	wt
MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLT4	wt
MON_SOFT_TISSUE	MON	wt
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONOMAC1	wt
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONOMAC6	wt
MORCPR_LUNG	MORCPR	wt
MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOT	wt
MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOTN1	wt
MPP89_PLEURA	MPP89	wt
MRKNU1_BREAST	MRKNU1	wt
MS751_CERVIX	MS751	wt
MSTO211H_PLEURA	MSTO211H	wt
MTA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MTA	wt
MUGCHOR1_BONE	MUGCHOR1	wt
MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MUTZ3	wt
MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MUTZ5	wt
MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MV411	wt
MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MYLA	wt
MYM12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MYM12	wt
MZ1PC_PANCREAS	MZ1PC	wt
MZ2MEL_SKIN	MZ2MEL	wt
MZ7MEL_SKIN	MZ7MEL	wt
NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NALM1	wt
NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NALM19	wt
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NALM6	wt
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NAMALWA	wt
NB1_AUTONOMIC_GANGLIA	NB1	wt
NB10_AUTONOMIC_GANGLIA	NB10	wt
NB12_AUTONOMIC_GANGLIA	NB12	wt
NB13_AUTONOMIC_GANGLIA	NB13	wt
NB14_AUTONOMIC_GANGLIA	NB14	wt
NB1643_AUTONOMIC_GANGLIA	NB1643	wt
NB17_AUTONOMIC_GANGLIA	NB17	wt
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NB4	wt
NB5_AUTONOMIC_GANGLIA	NB5	wt
NB6_AUTONOMIC_GANGLIA	NB6	wt
NB69_AUTONOMIC_GANGLIA	NB69	wt
NB7_AUTONOMIC_GANGLIA	NB7	wt
NBSUSSR_AUTONOMIC_GANGLIA	NBSUSSR	wt
NBTU110_AUTONOMIC_GANGLIA	NBTU110	wt
NCC010_KIDNEY	NCC010	wt
NCC021_KIDNEY	NCC021	wt
NCCIT_TESTIS	NCCIT	wt
NCCSTCK140_STOMACH	NCCSTCK140	wt
NCIH1048_LUNG	NCIH1048	wt
NCIH1092_LUNG	NCIH1092	wt
NCIH1105_LUNG	NCIH1105	mut
NCIH1155_LUNG	NCIH1155	wt
NCIH1184_LUNG	NCIH1184	wt
NCIH128_LUNG	NCIH128	wt
NCIH1299_LUNG	NCIH1299	wt
NCIH1304_LUNG	NCIH1304	wt
NCIH1341_LUNG	NCIH1341	wt
NCIH1355_LUNG	NCIH1355	wt
NCIH1373_LUNG	NCIH1373	wt
NCIH1385_LUNG	NCIH1385	wt
NCIH1395_LUNG	NCIH1395	wt
NCIH1417_LUNG	NCIH1417	wt
NCIH1435_LUNG	NCIH1435	wt
NCIH1436_LUNG	NCIH1436	wt
NCIH1437_LUNG	NCIH1437	wt
NCIH146_LUNG	NCIH146	wt
NCIH1563_LUNG	NCIH1563	wt
NCIH1568_LUNG	NCIH1568	wt
NCIH1573_LUNG	NCIH1573	wt
NCIH1581_LUNG	NCIH1581	wt
NCIH1618_LUNG	NCIH1618	wt
NCIH1623_LUNG	NCIH1623	wt
NCIH1648_LUNG	NCIH1648	wt
NCIH1650_LUNG	NCIH1650	wt
NCIH1651_LUNG	NCIH1651	wt
NCIH1666_LUNG	NCIH1666	wt
NCIH1688_LUNG	NCIH1688	wt
NCIH1693_LUNG	NCIH1693	wt
NCIH1694_LUNG	NCIH1694	wt
NCIH1703_LUNG	NCIH1703	wt
NCIH1734_LUNG	NCIH1734	wt
NCIH1755_LUNG	NCIH1755	wt
NCIH1770_LUNG	NCIH1770	wt
NCIH1781_LUNG	NCIH1781	wt
NCIH1792_LUNG	NCIH1792	wt
NCIH1793_LUNG	NCIH1793	wt
NCIH1819_LUNG	NCIH1819	wt
NCIH1836_LUNG	NCIH1836	wt
NCIH1838_LUNG	NCIH1838	wt
NCIH1869_LUNG	NCIH1869	wt
NCIH187_LUNG	NCIH187	wt
NCIH1876_LUNG	NCIH1876	wt
NCIH1915_LUNG	NCIH1915	wt
NCIH1930_LUNG	NCIH1930	wt
NCIH1944_LUNG	NCIH1944	wt
NCIH196_LUNG	NCIH196	wt
NCIH1963_LUNG	NCIH1963	wt
NCIH1975_LUNG	NCIH1975	wt
NCIH1993_LUNG	NCIH1993	wt
NCIH2004RT_SOFT_TISSUE	NCIH2004RT	wt
NCIH2009_LUNG	NCIH2009	wt
NCIH2023_LUNG	NCIH2023	wt
NCIH2029_LUNG	NCIH2029	wt
NCIH2030_LUNG	NCIH2030	wt
NCIH2052_PLEURA	NCIH2052	wt
NCIH2066_LUNG	NCIH2066	wt
NCIH2073_LUNG	NCIH2073	wt
NCIH2077_LUNG	NCIH2077	wt
NCIH2081_LUNG	NCIH2081	mut
NCIH2085_LUNG	NCIH2085	wt
NCIH2087_LUNG	NCIH2087	wt
NCIH209_LUNG	NCIH209	wt
NCIH2106_LUNG	NCIH2106	wt
NCIH211_LUNG	NCIH211	wt
NCIH2110_LUNG	NCIH2110	wt
NCIH2122_LUNG	NCIH2122	wt
NCIH2126_LUNG	NCIH2126	wt
NCIH2135_LUNG	NCIH2135	wt
NCIH2141_LUNG	NCIH2141	wt
NCIH2170_LUNG	NCIH2170	wt
NCIH2171_LUNG	NCIH2171	wt
NCIH2172_LUNG	NCIH2172	wt
NCIH2196_LUNG	NCIH2196	wt
NCIH2227_LUNG	NCIH2227	wt
NCIH2228_LUNG	NCIH2228	wt
NCIH226_LUNG	NCIH226	wt
NCIH2286_LUNG	NCIH2286	wt
NCIH2291_LUNG	NCIH2291	wt
NCIH23_LUNG	NCIH23	wt
NCIH2342_LUNG	NCIH2342	wt
NCIH2347_LUNG	NCIH2347	wt
NCIH2373_PLEURA	NCIH2373	wt
NCIH2405_LUNG	NCIH2405	wt
NCIH2444_LUNG	NCIH2444	mut
NCIH2452_PLEURA	NCIH2452	wt
NCIH2461_PLEURA	NCIH2461	wt
NCIH250_LUNG	NCIH250	wt
NCIH2591_PLEURA	NCIH2591	wt
NCIH2595_PLEURA	NCIH2595	wt
NCIH2722_PLEURA	NCIH2722	wt
NCIH2731_PLEURA	NCIH2731	wt
NCIH2795_PLEURA	NCIH2795	wt
NCIH28_PLEURA	NCIH28	wt
NCIH2803_PLEURA	NCIH2803	wt
NCIH2804_PLEURA	NCIH2804	wt
NCIH2810_PLEURA	NCIH2810	wt
NCIH2818_PLEURA	NCIH2818	wt
NCIH2869_PLEURA	NCIH2869	wt
NCIH2882_LUNG	NCIH2882	wt
NCIH2887_LUNG	NCIH2887	wt
NCIH292_LUNG	NCIH292	wt
NCIH3122_LUNG	NCIH3122	wt
NCIH322_LUNG	NCIH322	wt
NCIH3255_LUNG	NCIH3255	mut
NCIH345_LUNG	NCIH345	wt
NCIH358_LUNG	NCIH358	wt
NCIH378_LUNG	NCIH378	wt
NCIH441_LUNG	NCIH441	wt
NCIH446_LUNG	NCIH446	wt
NCIH460_LUNG	NCIH460	wt
NCIH508_LARGE_INTESTINE	NCIH508	wt
NCIH510_LUNG	NCIH510	wt
NCIH513_PLEURA	NCIH513	wt
NCIH520_LUNG	NCIH520	wt
NCIH522_LUNG	NCIH522	wt
NCIH524_LUNG	NCIH524	wt
NCIH526_LUNG	NCIH526	wt
NCIH596_LUNG	NCIH596	wt
NCIH630_LARGE_INTESTINE	NCIH630	wt
NCIH64_LUNG	NCIH64	wt
NCIH647_LUNG	NCIH647	wt
NCIH650_LUNG	NCIH650	wt
NCIH660_PROSTATE	NCIH660	mut
NCIH661_LUNG	NCIH661	wt
NCIH684_LIVER	NCIH684	wt
NCIH69_LUNG	NCIH69	wt
NCIH716_LARGE_INTESTINE	NCIH716	wt
NCIH720_LUNG	NCIH720	wt
NCIH727_LUNG	NCIH727	wt
NCIH740_LUNG	NCIH740	wt
NCIH747_LARGE_INTESTINE	NCIH747	wt
NCIH748_LUNG	NCIH748	wt
NCIH810_LUNG	NCIH810	wt
NCIH82_LUNG	NCIH82	wt
NCIH820_LUNG	NCIH820	wt
NCIH835_LUNG	NCIH835	wt
NCIH838_LUNG	NCIH838	wt
NCIH841_LUNG	NCIH841	wt
NCIH847_LUNG	NCIH847	wt
NCIH854_LUNG	NCIH854	wt
NCIH889_LUNG	NCIH889	wt
NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NCIH929	wt
NCIN87_STOMACH	NCIN87	wt
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NCO2	wt
NEC8_TESTIS	NEC8	wt
NH12_AUTONOMIC_GANGLIA	NH12	wt
NH6_AUTONOMIC_GANGLIA	NH6	wt
NHAHTDD_CENTRAL_NERVOUS_SYSTEM	NHAHTDD	wt
NIHOVCAR3_OVARY	NIHOVCAR3	wt
NK92MI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NK92MI	wt
NKL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NKL	wt
NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NKM1	wt
NMB_AUTONOMIC_GANGLIA	NMB	wt
NMCG1_CENTRAL_NERVOUS_SYSTEM	NMCG1	wt
NO10_CENTRAL_NERVOUS_SYSTEM	NO10	wt
NO11_CENTRAL_NERVOUS_SYSTEM	NO11	wt
NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NOMO1	wt
NOS1_BONE	NOS1	wt
NP5_CENTRAL_NERVOUS_SYSTEM	NP5	wt
NP8_CENTRAL_NERVOUS_SYSTEM	NP8	wt
NTERA2CLD1_TESTIS	NTERA2CLD1	wt
NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NUDHL1	wt
NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NUDUL1	wt
NUGC2_STOMACH	NUGC2	wt
NUGC3_STOMACH	NUGC3	wt
NUGC4_STOMACH	NUGC4	wt
NY_BONE	NY	wt
OACM51_OESOPHAGUS	OACM51	wt
OACP4C_OESOPHAGUS	OACP4C	wt
OAW28_OVARY	OAW28	wt
OAW42_OVARY	OAW42	wt
OC314_OVARY	OC314	wt
OC316_OVARY	OC316	wt
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML2	wt
OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML3	wt
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML5	wt
OCIC5X_OVARY	OCIC5X	wt
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCILY10	wt
OCILY12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCILY12	wt
OCILY132_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCILY132	wt
OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCILY19	wt
OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCILY3	wt
OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCILY7	wt
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIM1	wt
OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIMY5	wt
OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIMY7	wt
OCUBM_BREAST	OCUBM	wt
OCUM1_STOMACH	OCUM1	wt
OE19_OESOPHAGUS	OE19	wt
OE21_OESOPHAGUS	OE21	wt
OE33_OESOPHAGUS	OE33	wt
OELE_OVARY	OELE	wt
OMC1_CERVIX	OMC1	wt
ONCODG1_OVARY	ONCODG1	wt
ONDA9_CENTRAL_NERVOUS_SYSTEM	ONDA9	wt
ONS76_CENTRAL_NERVOUS_SYSTEM	ONS76	wt
OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OPM1	mut
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OPM2	mut
