Sample ID	Patient ID	changed
LN405_CENTRAL_NERVOUS_SYSTEM	LN405_CENTRAL_NERVOUS_SYSTEM	wt
NO10_CENTRAL_NERVOUS_SYSTEM	NO10_CENTRAL_NERVOUS_SYSTEM	wt
NO11_CENTRAL_NERVOUS_SYSTEM	NO11_CENTRAL_NERVOUS_SYSTEM	wt
HELA_CERVIX	HELA_CERVIX	wt
NCIH128_LUNG	NCIH128_LUNG	wt
OMM23_EYE	OMM23_EYE	
OMM25_EYE	OMM25_EYE	
SUM52PE_BREAST	SUM52PE_BREAST	
MAVER1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MAVER1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
MEL202_EYE	MEL202_EYE	wt
Z138_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Z138_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
MEL285_EYE	MEL285_EYE	
WS1_SKIN	WS1_SKIN	
T778_SOFT_TISSUE	T778_SOFT_TISSUE	
KMH2_THYROID	KMH2_THYROID	wt
MC1010_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MC1010_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	wt
LIM1215_LARGE_INTESTINE	LIM1215_LARGE_INTESTINE	wt
MCC13_SKIN	MCC13_SKIN	wt
TASK1_CENTRAL_NERVOUS_SYSTEM	TASK1_CENTRAL_NERVOUS_SYSTEM	wt
UDSCC2_UPPER_AERODIGESTIVE_TRACT	UDSCC2_UPPER_AERODIGESTIVE_TRACT	wt
SARC9371_BONE	SARC9371_BONE	wt
MCC26_SKIN	MCC26_SKIN	wt
NBSUSSR_AUTONOMIC_GANGLIA	NBSUSSR_AUTONOMIC_GANGLIA	wt
GEO_LARGE_INTESTINE	GEO_LARGE_INTESTINE	wt
NCIH2330_LUNG	NCIH2330_LUNG	
LP6_SOFT_TISSUE	LP6_SOFT_TISSUE	
HS578BST_BREAST	HS578BST_BREAST	
LC1SQ_LUNG	LC1SQ_LUNG	wt
HS895T_SKIN	HS895T_SKIN	
HS940T_SKIN	HS940T_SKIN	
HS739T_BREAST	HS739T_BREAST	
X5637_URINARY_TRACT	X5637_URINARY_TRACT	
T173_BONE	T173_BONE	
HS618T_LUNG	HS618T_LUNG	
HS870T_BONE	HS870T_BONE	
HS742T_BREAST	HS742T_BREAST	
AZ521_STOMACH	AZ521_STOMACH	
HS604T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HS604T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	wt
HS751T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HS751T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	wt
X59M_OVARY	X59M_OVARY	
ALEXANDERCELLS_LIVER	ALEXANDERCELLS_LIVER	
HS675T_LARGE_INTESTINE	HS675T_LARGE_INTESTINE	
HS839T_SKIN	HS839T_SKIN	
HS819T_BONE	HS819T_BONE	
TO175T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TO175T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
HS840T_UPPER_AERODIGESTIVE_TRACT	HS840T_UPPER_AERODIGESTIVE_TRACT	
HS229T_LUNG	HS229T_LUNG	
HS688AT_SKIN	HS688AT_SKIN	
HS822T_BONE	HS822T_BONE	
HS737T_BONE	HS737T_BONE	
HS616T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HS616T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
HS600T_SKIN	HS600T_SKIN	
TE159T_SOFT_TISSUE	TE159T_SOFT_TISSUE	
X143B_BONE	X143B_BONE	
X769P_KIDNEY	X769P_KIDNEY	
X786O_KIDNEY	X786O_KIDNEY	
HLFA_LUNG	HLFA_LUNG	
X42MGBA_CENTRAL_NERVOUS_SYSTEM	X42MGBA_CENTRAL_NERVOUS_SYSTEM	
X1321N1_CENTRAL_NERVOUS_SYSTEM	X1321N1_CENTRAL_NERVOUS_SYSTEM	
X8MGBA_CENTRAL_NERVOUS_SYSTEM	X8MGBA_CENTRAL_NERVOUS_SYSTEM	
X22RV1_PROSTATE	X22RV1_PROSTATE	
HS606T_BREAST	HS606T_BREAST	
TIG3TD_LUNG	TIG3TD_LUNG	
SF767_CENTRAL_NERVOUS_SYSTEM	SF767_CENTRAL_NERVOUS_SYSTEM	wt
HS172T_URINARY_TRACT	HS172T_URINARY_TRACT	
TE125T_SOFT_TISSUE	TE125T_SOFT_TISSUE	
X8305C_THYROID	X8305C_THYROID	
DM3_PLEURA	DM3_PLEURA	
HS698T_LARGE_INTESTINE	HS698T_LARGE_INTESTINE	
HS281T_BREAST	HS281T_BREAST	
HS934T_SKIN	HS934T_SKIN	
HS274T_BREAST	HS274T_BREAST	wt
HS863T_BONE	HS863T_BONE	
HS821T_BONE	HS821T_BONE	
HS343T_BREAST	HS343T_BREAST	
HS888T_BONE	HS888T_BONE	
X8505C_THYROID	X8505C_THYROID	
S117_SOFT_TISSUE	S117_SOFT_TISSUE	wt
X697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	X697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
X2313287_STOMACH	X2313287_STOMACH	
X639V_URINARY_TRACT	X639V_URINARY_TRACT	
X647V_URINARY_TRACT	X647V_URINARY_TRACT	
127399_SOFT_TISSUE	127399_SOFT_TISSUE	wt
ANGMCSS_CENTRAL_NERVOUS_SYSTEM	ANGMCSS_CENTRAL_NERVOUS_SYSTEM	wt
BIN67_OVARY	BIN67_OVARY	wt
C10_LARGE_INTESTINE	C10_LARGE_INTESTINE	wt
C125PM_LARGE_INTESTINE	C125PM_LARGE_INTESTINE	wt
C75_LARGE_INTESTINE	C75_LARGE_INTESTINE	wt
C80_LARGE_INTESTINE	C80_LARGE_INTESTINE	wt
C84_LARGE_INTESTINE	C84_LARGE_INTESTINE	wt
C99_LARGE_INTESTINE	C99_LARGE_INTESTINE	wt
CHLA06ATRT_SOFT_TISSUE	CHLA06ATRT_SOFT_TISSUE	wt
CHLA15_AUTONOMIC_GANGLIA	CHLA15_AUTONOMIC_GANGLIA	wt
CHLA218_BONE	CHLA218_BONE	wt
CHLA258_BONE	CHLA258_BONE	wt
CHLA266_SOFT_TISSUE	CHLA266_SOFT_TISSUE	wt
CHLA32_BONE	CHLA32_BONE	wt
CHLA57_BONE	CHLA57_BONE	wt
CHLA99_BONE	CHLA99_BONE	wt
CHLA9_BONE	CHLA9_BONE	wt
CME1_SOFT_TISSUE	CME1_SOFT_TISSUE	wt
COGAR359_SOFT_TISSUE	COGAR359_SOFT_TISSUE	wt
COGE352_BONE	COGE352_BONE	wt
COGN278_AUTONOMIC_GANGLIA	COGN278_AUTONOMIC_GANGLIA	wt
COGN305_AUTONOMIC_GANGLIA	COGN305_AUTONOMIC_GANGLIA	wt
DERL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DERL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	wt
DIPG007_CENTRAL_NERVOUS_SYSTEM	DIPG007_CENTRAL_NERVOUS_SYSTEM	wt
DL40_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DL40_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	wt
EWS834_BONE	EWS834_BONE	wt
FEPD_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	FEPD_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	wt
GBM001_CENTRAL_NERVOUS_SYSTEM	GBM001_CENTRAL_NERVOUS_SYSTEM	wt
HSC1_SKIN	HSC1_SKIN	wt
JHC7_BONE	JHC7_BONE	wt
JOPACA1_PANCREAS	JOPACA1_PANCREAS	wt
KARPAS384_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS384_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	wt
KHYG_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KHYG_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	wt
L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	wt
LAN2_AUTONOMIC_GANGLIA	LAN2_AUTONOMIC_GANGLIA	wt
MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	wt
MB1_THYROID	MB1_THYROID	wt
MCC142_SKIN	MCC142_SKIN	wt
MERO14_LUNG	MERO14_LUNG	wt
MERO25_LUNG	MERO25_LUNG	wt
MERO41_LUNG	MERO41_LUNG	wt
MERO48A_LUNG	MERO48A_LUNG	wt
MERO82_LUNG	MERO82_LUNG	wt
MERO83_LUNG	MERO83_LUNG	wt
MERO84_LUNG	MERO84_LUNG	wt
MERO95_LUNG	MERO95_LUNG	wt
MM415_SKIN	MM415_SKIN	wt
MTA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MTA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	wt
MUGCHOR1_BONE	MUGCHOR1_BONE	wt
MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	wt
NB1643_AUTONOMIC_GANGLIA	NB1643_AUTONOMIC_GANGLIA	wt
NKL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NKL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	wt
OCILY12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCILY12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	wt
OCILY132_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCILY132_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	wt
PACADD119_PANCREAS	PACADD119_PANCREAS	wt
PACADD135_PANCREAS	PACADD135_PANCREAS	wt
PACADD137_PANCREAS	PACADD137_PANCREAS	wt
PACADD161_PANCREAS	PACADD161_PANCREAS	wt
PACADD165_PANCREAS	PACADD165_PANCREAS	wt
PACADD188_PANCREAS	PACADD188_PANCREAS	wt
PEDS005TPFAD_KIDNEY	PEDS005TPFAD_KIDNEY	wt
PEDS015T_SOFT_TISSUE	PEDS015T_SOFT_TISSUE	wt
CCLFPEDS0008T_SOFT_TISSUE	CCLFPEDS0008T_SOFT_TISSUE	wt
CCLFPEDS0018T_SOFT_TISSUE	CCLFPEDS0018T_SOFT_TISSUE	wt
R262_CENTRAL_NERVOUS_SYSTEM	R262_CENTRAL_NERVOUS_SYSTEM	wt
RH28_SOFT_TISSUE	RH28_SOFT_TISSUE	wt
RH36_SOFT_TISSUE	RH36_SOFT_TISSUE	wt
RH4_SOFT_TISSUE	RH4_SOFT_TISSUE	wt
RHJT_SOFT_TISSUE	RHJT_SOFT_TISSUE	wt
SCLC22H_LUNG	SCLC22H_LUNG	wt
SCMCRM2_SOFT_TISSUE	SCMCRM2_SOFT_TISSUE	wt
SCS214_SOFT_TISSUE	SCS214_SOFT_TISSUE	wt
SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	wt
SUM149PT_BREAST	SUM149PT_BREAST	wt
SUM159PT_BREAST	SUM159PT_BREAST	wt
SUM229PE_BREAST	SUM229PE_BREAST	wt
SW626_OVARY	SW626_OVARY	wt
SW954_VULVA	SW954_VULVA	wt
SYO1_SOFT_TISSUE	SYO1_SOFT_TISSUE	wt
TC106_BONE	TC106_BONE	wt
TC138_BONE	TC138_BONE	wt
TC205_BONE	TC205_BONE	wt
TFK1_BILIARY_TRACT	TFK1_BILIARY_TRACT	wt
TTC442_SOFT_TISSUE	TTC442_SOFT_TISSUE	wt
TTC466_BONE	TTC466_BONE	wt
UMCHOR1_BONE	UMCHOR1_BONE	wt
UMUC14_URINARY_TRACT	UMUC14_URINARY_TRACT	wt
UMUC16_URINARY_TRACT	UMUC16_URINARY_TRACT	wt
UMUC5_URINARY_TRACT	UMUC5_URINARY_TRACT	wt
UMUC6_URINARY_TRACT	UMUC6_URINARY_TRACT	wt
UPCISCC152_UPPER_AERODIGESTIVE_TRACT	UPCISCC152_UPPER_AERODIGESTIVE_TRACT	wt
UW228_CENTRAL_NERVOUS_SYSTEM	UW228_CENTRAL_NERVOUS_SYSTEM	wt
Y79_AUTONOMIC_GANGLIA	Y79_AUTONOMIC_GANGLIA	wt
YAMATO_SOFT_TISSUE	YAMATO_SOFT_TISSUE	wt
CROAP3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CROAP3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	wt
HUH6CLONE5_LIVER	HUH6CLONE5_LIVER	wt
MS1_SKIN	MS1_SKIN	wt
NCIH820_LUNG	NCIH820_LUNG	wt
BB30PBL_MATCHED_NORMAL_TISSUE	BB30PBL_MATCHED_NORMAL_TISSUE	wt
BB49EBV_MATCHED_NORMAL_TISSUE	BB49EBV_MATCHED_NORMAL_TISSUE	wt
BB65EBV_MATCHED_NORMAL_TISSUE	BB65EBV_MATCHED_NORMAL_TISSUE	wt
COLO829_MATCHED_NORMAL_TISSUE	COLO829_MATCHED_NORMAL_TISSUE	wt
CP50EBV_MATCHED_NORMAL_TISSUE	CP50EBV_MATCHED_NORMAL_TISSUE	wt
CP66EBV_MATCHED_NORMAL_TISSUE	CP66EBV_MATCHED_NORMAL_TISSUE	wt
HA7EBV_MATCHED_NORMAL_TISSUE	HA7EBV_MATCHED_NORMAL_TISSUE	wt
HCC1143_MATCHED_NORMAL_TISSUE	HCC1143_MATCHED_NORMAL_TISSUE	wt
HCC1187_MATCHED_NORMAL_TISSUE	HCC1187_MATCHED_NORMAL_TISSUE	wt
HCC1395_MATCHED_NORMAL_TISSUE	HCC1395_MATCHED_NORMAL_TISSUE	wt
HCC1599_MATCHED_NORMAL_TISSUE	HCC1599_MATCHED_NORMAL_TISSUE	wt
HCC1937_MATCHED_NORMAL_TISSUE	HCC1937_MATCHED_NORMAL_TISSUE	wt
HCC1954_MATCHED_NORMAL_TISSUE	HCC1954_MATCHED_NORMAL_TISSUE	wt
HCC2157_MATCHED_NORMAL_TISSUE	HCC2157_MATCHED_NORMAL_TISSUE	wt
HCC2218_MATCHED_NORMAL_TISSUE	HCC2218_MATCHED_NORMAL_TISSUE	wt
HCC38_MATCHED_NORMAL_TISSUE	HCC38_MATCHED_NORMAL_TISSUE	wt
HCET_UPPER_AERODIGESTIVE_TRACT	HCET_UPPER_AERODIGESTIVE_TRACT	wt
J82_MATCHED_NORMAL_TISSUE	J82_MATCHED_NORMAL_TISSUE	wt
JHU028_LUNG	JHU028_LUNG	wt
L542_MATCHED_NORMAL_TISSUE	L542_MATCHED_NORMAL_TISSUE	wt
LB1047EBV_MATCHED_NORMAL_TISSUE	LB1047EBV_MATCHED_NORMAL_TISSUE	wt
LB2241EBV_MATCHED_NORMAL_TISSUE	LB2241EBV_MATCHED_NORMAL_TISSUE	wt
LB2518EBV_MATCHED_NORMAL_TISSUE	LB2518EBV_MATCHED_NORMAL_TISSUE	wt
LB373EBV_MATCHED_NORMAL_TISSUE	LB373EBV_MATCHED_NORMAL_TISSUE	wt
LB647PBL_MATCHED_NORMAL_TISSUE	LB647PBL_MATCHED_NORMAL_TISSUE	wt
LB771PBL_MATCHED_NORMAL_TISSUE	LB771PBL_MATCHED_NORMAL_TISSUE	wt
LB831EBV_MATCHED_NORMAL_TISSUE	LB831EBV_MATCHED_NORMAL_TISSUE	wt
LB996EBV_MATCHED_NORMAL_TISSUE	LB996EBV_MATCHED_NORMAL_TISSUE	wt
LS1034_MATCHED_NORMAL_TISSUE	LS1034_MATCHED_NORMAL_TISSUE	wt
MET2B	MET2B	wt
MZ1B_MATCHED_NORMAL_TISSUE	MZ1B_MATCHED_NORMAL_TISSUE	wt
MZ7B_MATCHED_NORMAL_TISSUE	MZ7B_MATCHED_NORMAL_TISSUE	wt
NCIBL128_MATCHED_NORMAL_TISSUE	NCIBL128_MATCHED_NORMAL_TISSUE	wt
NCIBL1437_MATCHED_NORMAL_TISSUE	NCIBL1437_MATCHED_NORMAL_TISSUE	wt
NCIBL1770_MATCHED_NORMAL_TISSUE	NCIBL1770_MATCHED_NORMAL_TISSUE	wt
NCIBL2009_MATCHED_NORMAL_TISSUE	NCIBL2009_MATCHED_NORMAL_TISSUE	wt
NCIBL2052_MATCHED_NORMAL_TISSUE	NCIBL2052_MATCHED_NORMAL_TISSUE	wt
NCIBL2087_MATCHED_NORMAL_TISSUE	NCIBL2087_MATCHED_NORMAL_TISSUE	wt
NCIBL209_MATCHED_NORMAL_TISSUE	NCIBL209_MATCHED_NORMAL_TISSUE	wt
NCIBL2122_MATCHED_NORMAL_TISSUE	NCIBL2122_MATCHED_NORMAL_TISSUE	wt
NCIBL2126_MATCHED_NORMAL_TISSUE	NCIBL2126_MATCHED_NORMAL_TISSUE	wt
NCIBL2171_MATCHED_NORMAL_TISSUE	NCIBL2171_MATCHED_NORMAL_TISSUE	wt
SCI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SCI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	wt
BLUE1_HAEMATOPOIETIC_AND_LYMPHOID	BLUE1_HAEMATOPOIETIC_AND_LYMPHOID	
CBAGPN_BONE	CBAGPN_BONE	
CHLA10_BONE	CHLA10_BONE	
COV413A_OVARY	COV413A_OVARY	
DL_SOFT_TISSUE	DL_SOFT_TISSUE	
H103_BUCCAL	H103_BUCCAL	
HA1E_KIDNEY	HA1E_KIDNEY	
HSB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HSB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
HSC5_SKIN	HSC5_SKIN	
JMURTK2_SOFT_TISSUE	JMURTK2_SOFT_TISSUE	
KKU100_BILIARY_TRACT	KKU100_BILIARY_TRACT	
NMB_AUTONOMIC_GANGLIA	NMB_AUTONOMIC_GANGLIA	
NP5_CENTRAL_NERVOUS_SYSTEM	NP5_CENTRAL_NERVOUS_SYSTEM	
NP8_CENTRAL_NERVOUS_SYSTEM	NP8_CENTRAL_NERVOUS_SYSTEM	
OCIC5X_OVARY	OCIC5X_OVARY	
ONDA9_CENTRAL_NERVOUS_SYSTEM	ONDA9_CENTRAL_NERVOUS_SYSTEM	
PACADD159_PANCREAS	PACADD159_PANCREAS	
CCLFPEDS0004T_SOFT_TISSUE	CCLFPEDS0004T_SOFT_TISSUE	
RC2_SOFT_TISSUE	RC2_SOFT_TISSUE	
RMS13_SOFT_TISSUE	RMS13_SOFT_TISSUE	
SCCOHT1_OVARY	SCCOHT1_OVARY	
UMUC10_URINARY_TRACT	UMUC10_URINARY_TRACT	
UMUC11_URINARY_TRACT	UMUC11_URINARY_TRACT	
UMUC13_URINARY_TRACT	UMUC13_URINARY_TRACT	
UMUC4_URINARY_TRACT	UMUC4_URINARY_TRACT	
UMUC7_URINARY_TRACT	UMUC7_URINARY_TRACT	
UMUC9_URINARY_TRACT	UMUC9_URINARY_TRACT	
NHA_HT_DD	NHA_HT_DD	
HNT34	HNT34	
SIHA	SIHA	
C8166	C8166	
MOLT3_MOLT4	MOLT3_MOLT4	
COLO201_COLO205	COLO201_COLO205	
CACO2	CACO2	
NCIH322M_LUNG	NCIH322M_LUNG	
ECC4	ECC4	
JRT3T35	JRT3T35	
NTERASCLD1	NTERASCLD1	
COLO320HSR_LARGE_INTESTINE	COLO320HSR_LARGE_INTESTINE	
NCIH719	NCIH719	
NCIH2107	NCIH2107	
NCIH220	NCIH220	
TERA1	TERA1	
MKL1SUBCLONE2	MKL1SUBCLONE2	
BOKU	BOKU	
NCIH1522	NCIH1522	
KASUMI3	KASUMI3	
P116	P116	
LU99A_LUNG	LU99A_LUNG	
H2596	H2596	
WM239A	WM239A	
WM902B	WM902B	
BC2	BC2	
K19	K19	
K8	K8	
OSA80	OSA80	
UISOMCC1	UISOMCC1	
NCIH1404	NCIH1404	
NCIH1926	NCIH1926	
EW7476	EW7476	
NCIH865	NCIH865	
IOSE364	IOSE364	
IOSE397	IOSE397	
IOSE523	IOSE523	
IOSE7516SV40	IOSE7516SV40	
NCIH735	NCIH735	
OVCA432	OVCA432	
UCH1_BONE	UCH1_BONE	
